900146, 1.06, 0.10, -6.56
900150, 1.06, 0.10, -6.61
900153, 1.06, 0.10, -6.55
900163, 1.06, 0.10, -6.33
900166, 1.06, 0.10, -6.04
900170, 1.06, 0.10, -5.67
900174, 1.05, 0.10, -5.23
900183, 1.06, 0.10, -4.55
900187, 1.06, 0.10, -4.01
900191, 1.06, 0.10, -3.46
900195, 1.06, 0.10, -2.90
900204, 1.06, 0.10, -2.17
900207, 1.06, 0.10, -1.66
900211, 1.06, 0.10, -1.19
900215, 1.06, 0.10, -0.76
900222, 1.06, 0.10, -0.28
900227, 1.06, 0.10, 0.01
900231, 1.06, 0.10, 0.23
900234, 1.06, 0.10, 0.38
900241, 1.06, 0.10, 0.66
900245, 1.06, 0.10, 0.65
900249, 1.06, 0.10, 0.57
900253, 1.06, 0.10, 0.44
900256, 1.06, 0.10, 0.25
900261, 1.06, 0.10, 0.31
900265, 1.06, 0.10, 0.02
900270, 1.06, 0.10, -0.29
900274, 1.06, 0.10, -0.63
900282, 1.06, 0.10, -0.09
900285, 1.05, 0.10, -0.48
900289, 1.05, 0.10, -0.85
900293, 1.05, 0.10, -1.21
900301, 1.05, 0.10, -0.33
900305, 1.05, 0.10, -0.69
900308, 1.04, 0.10, -1.00
900313, 1.04, 0.10, -1.27
900322, 1.04, 0.10, -0.00
900325, 1.04, 0.10, -0.24
900329, 1.04, 0.10, -0.44
900333, 1.04, 0.10, -0.57
900341, 1.04, 0.10, 0.84
900345, 1.03, 0.10, 0.74
900348, 1.03, 0.10, 0.68
900353, 1.03, 0.10, 0.68
900357, 1.03, 0.10, 0.73
900362, 1.03, 0.10, 1.87
900365, 1.03, 0.10, 1.94
900369, 1.02, 0.10, 2.04
900373, 1.02, 0.10, 2.17
900381, 1.02, 0.10, 3.72
900385, 1.02, 0.10, 3.81
900389, 1.02, 0.10, 3.90
900392, 1.02, 0.10, 4.01
900402, 1.02, 0.10, 5.37
900406, 1.02, 0.10, 5.40
900409, 1.02, 0.10, 5.43
900413, 1.02, 0.10, 5.45
900422, 1.01, 0.10, 6.63
900426, 1.01, 0.10, 6.57
900430, 1.01, 0.10, 6.50
900433, 1.01, 0.10, 6.43
900443, 1.01, 0.10, 7.41
900447, 1.01, 0.10, 7.28
900451, 1.01, 0.10, 7.14
900454, 1.01, 0.10, 7.01
900463, 1.00, 0.10, 7.89
900466, 1.00, 0.10, 7.72
900470, 1.00, 0.10, 7.56
900474, 1.00, 0.10, 7.42
900483, 1.00, 0.10, 8.31
900487, 1.00, 0.10, 8.15
900490, 1.00, 0.10, 8.02
900494, 1.00, 0.10, 7.90
900503, 0.99, 0.10, 8.84
900506, 0.99, 0.10, 8.72
900510, 0.99, 0.10, 8.62
900514, 0.99, 0.10, 8.56
900523, 0.99, 0.10, 9.34
900527, 0.99, 0.10, 9.28
900530, 0.99, 0.10, 9.25
900534, 0.99, 0.10, 9.24
900543, 0.99, 0.10, 9.86
900547, 0.99, 0.10, 9.86
900550, 0.99, 0.10, 9.88
900554, 0.99, 0.10, 9.92
900562, 0.99, 0.10, 10.21
900567, 0.99, 0.10, 10.26
900571, 0.99, 0.10, 10.32
900574, 0.99, 0.10, 10.39
900582, 0.99, 0.10, 10.29
900585, 0.99, 0.10, 10.38
900589, 0.99, 0.10, 10.47
900593, 0.99, 0.10, 10.57
900601, 1.00, 0.10, 9.93
900605, 1.00, 0.10, 10.06
900610, 1.00, 0.10, 10.18
900613, 0.99, 0.10, 10.28
900622, 1.00, 0.10, 9.20
900625, 1.00, 0.10, 9.35
900629, 1.00, 0.10, 9.49
900633, 1.00, 0.10, 9.61
900641, 1.00, 0.10, 8.01
900645, 1.00, 0.10, 8.19
900649, 1.00, 0.10, 8.36
900654, 1.00, 0.10, 8.50
900663, 1.00, 0.10, 6.50
900666, 1.00, 0.10, 6.71
900670, 1.00, 0.10, 6.90
900674, 1.00, 0.10, 7.05
900683, 1.00, 0.10, 4.91
900686, 1.00, 0.10, 5.13
900690, 1.00, 0.10, 5.32
900695, 1.00, 0.10, 5.48
900703, 1.00, 0.10, 3.30
900707, 1.00, 0.10, 3.52
900710, 1.00, 0.10, 3.70
900714, 1.00, 0.10, 3.83
900723, 1.00, 0.10, 1.54
900726, 1.00, 0.10, 1.74
900730, 1.00, 0.10, 1.90
900734, 1.00, 0.10, 2.02
900743, 1.00, 0.10, -0.01
900747, 1.00, 0.10, 0.14
900750, 1.00, 0.10, 0.27
900754, 1.00, 0.10, 0.35
900763, 1.00, 0.10, -1.52
900767, 1.00, 0.10, -1.41
900770, 1.00, 0.10, -1.32
900774, 0.99, 0.10, -1.27
900783, 0.99, 0.10, -2.69
900787, 0.99, 0.10, -2.62
900791, 0.99, 0.10, -2.58
900794, 0.98, 0.10, -2.57
900802, 0.98, 0.11, -3.61
900806, 0.98, 0.11, -3.60
900810, 0.98, 0.11, -3.60
900814, 0.98, 0.11, -3.62
900823, 0.98, 0.11, -4.31
900827, 0.98, 0.11, -4.34
900831, 0.98, 0.11, -4.37
900834, 0.97, 0.11, -4.42
900842, 0.97, 0.11, -4.71
900846, 0.97, 0.10, -4.77
900850, 0.97, 0.10, -4.82
900854, 0.97, 0.10, -4.88
900862, 0.97, 0.10, -4.84
900867, 0.97, 0.10, -4.91
900871, 0.97, 0.10, -4.97
900874, 0.96, 0.10, -5.04
900883, 0.96, 0.10, -4.77
900886, 0.96, 0.10, -4.84
900890, 0.95, 0.10, -4.90
900894, 0.95, 0.10, -4.96
900902, 0.95, 0.10, -4.52
900907, 0.95, 0.10, -4.59
900911, 0.95, 0.10, -4.64
900915, 0.95, 0.10, -4.69
900923, 0.94, 0.10, -4.21
900926, 0.94, 0.10, -4.26
900930, 0.94, 0.10, -4.30
900934, 0.94, 0.10, -4.33
900942, 0.94, 0.10, -3.82
900946, 0.93, 0.10, -3.85
900951, 0.93, 0.10, -3.88
900955, 0.93, 0.10, -3.90
900963, 0.93, 0.10, -3.44
900966, 0.93, 0.10, -3.47
900970, 0.93, 0.10, -3.48
900974, 0.92, 0.10, -3.48
900983, 0.92, 0.10, -3.04
900986, 0.92, 0.10, -3.06
900990, 0.92, 0.10, -3.06
900995, 0.91, 0.10, -3.07
901003, 0.91, 0.10, -2.67
901007, 0.91, 0.10, -2.69
901010, 0.91, 0.10, -2.70
901014, 0.90, 0.10, -2.70
901023, 0.91, 0.10, -2.30
901026, 0.90, 0.10, -2.32
901030, 0.90, 0.10, -2.33
901035, 0.90, 0.10, -2.35
901043, 0.90, 0.10, -1.95
901047, 0.90, 0.10, -1.98
901050, 0.90, 0.10, -2.01
901054, 0.90, 0.10, -2.03
901062, 0.90, 0.10, -1.61
901066, 0.90, 0.10, -1.65
901069, 0.90, 0.10, -1.68
901073, 0.89, 0.10, -1.71
901082, 0.89, 0.10, -1.22
901086, 0.89, 0.10, -1.27
901090, 0.89, 0.10, -1.32
901093, 0.89, 0.10, -1.35
901102, 0.89, 0.10, -0.80
901106, 0.89, 0.10, -0.86
901110, 0.89, 0.10, -0.91
901113, 0.89, 0.10, -0.95
901122, 0.88, 0.10, -0.41
901126, 0.88, 0.10, -0.47
901130, 0.88, 0.10, -0.52
901134, 0.88, 0.10, -0.56
901142, 0.88, 0.10, -0.04
901145, 0.88, 0.10, -0.09
901149, 0.88, 0.10, -0.13
901153, 0.88, 0.10, -0.17
901161, 0.88, 0.10, 0.30
901166, 0.88, 0.10, 0.27
901170, 0.88, 0.10, 0.24
901174, 0.88, 0.10, 0.22
901182, 0.88, 0.10, 0.53
901185, 0.88, 0.10, 0.51
901189, 0.88, 0.10, 0.50
901193, 0.88, 0.10, 0.51
901197, 0.88, 0.10, 0.52
901202, 0.88, 0.10, 0.62
901206, 0.88, 0.10, 0.64
901210, 0.88, 0.10, 0.66
901214, 0.88, 0.10, 0.69
901222, 0.88, 0.10, 0.61
901226, 0.88, 0.10, 0.65
901229, 0.88, 0.10, 0.69
901233, 0.88, 0.10, 0.74
901243, 0.88, 0.10, 0.36
901246, 0.88, 0.10, 0.42
901251, 0.88, 0.10, 0.49
901255, 0.88, 0.10, 0.55
901263, 0.87, 0.10, 0.01
901267, 0.87, 0.10, 0.09
901270, 0.87, 0.10, 0.17
901274, 0.87, 0.10, 0.24
901283, 0.88, 0.10, -0.52
901286, 0.88, 0.10, -0.42
901291, 0.88, 0.10, -0.34
901295, 0.88, 0.10, -0.27
901303, 0.88, 0.10, -1.08
901307, 0.88, 0.10, -0.99
901310, 0.88, 0.10, -0.91
901314, 0.88, 0.10, -0.84
901323, 0.88, 0.10, -1.76
901327, 0.88, 0.10, -1.67
901330, 0.88, 0.10, -1.60
901335, 0.88, 0.10, -1.54
901343, 0.88, 0.10, -2.36
901347, 0.88, 0.10, -2.29
901351, 0.88, 0.10, -2.23
901354, 0.88, 0.10, -2.19
901363, 0.88, 0.10, -2.95
901367, 0.88, 0.10, -2.90
901370, 0.88, 0.10, -2.87
901374, 0.88, 0.10, -2.85
901383, 0.87, 0.10, -3.40
901387, 0.87, 0.10, -3.37
901391, 0.87, 0.10, -3.36
901395, 0.87, 0.10, -3.36
901403, 0.87, 0.10, -3.72
901407, 0.87, 0.10, -3.73
901411, 0.87, 0.10, -3.74
901414, 0.87, 0.10, -3.76
901423, 0.87, 0.10, -3.87
901427, 0.87, 0.10, -3.90
901431, 0.87, 0.10, -3.94
901435, 0.87, 0.10, -3.97
901443, 0.87, 0.10, -3.87
901447, 0.87, 0.10, -3.92
901451, 0.87, 0.10, -3.97
901454, 0.86, 0.10, -4.02
901463, 0.87, 0.10, -3.73
901467, 0.87, 0.10, -3.80
901471, 0.87, 0.10, -3.85
901475, 0.87, 0.10, -3.91
901483, 0.87, 0.10, -3.47
901487, 0.87, 0.10, -3.54
901490, 0.86, 0.10, -3.60
901494, 0.86, 0.10, -3.65
901504, 0.86, 0.10, -3.09
901507, 0.86, 0.10, -3.15
901511, 0.86, 0.10, -3.21
901515, 0.86, 0.10, -3.26
901523, 0.87, 0.10, -2.71
901527, 0.87, 0.10, -2.77
901530, 0.87, 0.10, -2.81
901534, 0.87, 0.10, -2.84
901543, 0.87, 0.10, -2.29
901548, 0.87, 0.10, -2.34
901551, 0.87, 0.10, -2.37
901555, 0.87, 0.10, -2.39
901563, 0.87, 0.10, -1.95
901567, 0.86, 0.10, -1.97
901571, 0.86, 0.10, -1.99
901574, 0.86, 0.10, -1.99
901583, 0.87, 0.10, -1.64
901587, 0.87, 0.10, -1.65
901591, 0.86, 0.10, -1.65
901595, 0.86, 0.10, -1.64
901603, 0.86, 0.10, -1.41
901607, 0.86, 0.10, -1.40
901611, 0.86, 0.10, -1.39
901614, 0.86, 0.10, -1.38
901623, 0.87, 0.10, -1.22
901627, 0.87, 0.10, -1.21
901632, 0.87, 0.10, -1.20
901635, 0.87, 0.10, -1.18
901643, 0.87, 0.10, -1.09
901647, 0.87, 0.10, -1.07
901651, 0.87, 0.10, -1.06
901655, 0.87, 0.10, -1.05
901663, 0.86, 0.10, -0.96
901666, 0.86, 0.10, -0.96
901670, 0.86, 0.10, -0.95
901675, 0.86, 0.10, -0.95
901684, 0.87, 0.10, -0.83
901687, 0.87, 0.10, -0.83
901691, 0.87, 0.10, -0.84
901695, 0.87, 0.10, -0.85
901702, 0.87, 0.10, -0.67
901706, 0.87, 0.10, -0.70
901709, 0.87, 0.10, -0.72
901713, 0.87, 0.10, -0.74
901723, 0.87, 0.10, -0.42
901726, 0.87, 0.10, -0.46
901730, 0.87, 0.10, -0.50
901734, 0.87, 0.10, -0.54
901742, 0.87, 0.10, -0.12
901746, 0.87, 0.10, -0.18
901749, 0.87, 0.10, -0.23
901753, 0.86, 0.10, -0.28
901763, 0.86, 0.10, 0.27
901767, 0.86, 0.10, 0.21
901770, 0.86, 0.10, 0.14
901774, 0.86, 0.10, 0.09
901782, 0.86, 0.10, 0.69
901786, 0.86, 0.10, 0.61
901790, 0.86, 0.10, 0.55
901793, 0.86, 0.10, 0.50
901803, 0.87, 0.10, 1.17
901807, 0.87, 0.10, 1.10
901810, 0.87, 0.10, 1.04
901814, 0.87, 0.10, 0.99
901822, 0.87, 0.10, 1.61
901826, 0.87, 0.10, 1.55
901830, 0.87, 0.10, 1.50
901833, 0.87, 0.10, 1.47
901842, 0.87, 0.10, 2.04
901847, 0.87, 0.10, 2.00
901851, 0.87, 0.10, 1.97
901854, 0.87, 0.10, 1.95
901862, 0.87, 0.10, 2.38
901866, 0.87, 0.10, 2.36
901870, 0.87, 0.10, 2.35
901874, 0.87, 0.10, 2.35
901882, 0.87, 0.10, 2.63
901886, 0.87, 0.10, 2.64
901891, 0.87, 0.10, 2.64
901894, 0.87, 0.10, 2.66
901902, 0.87, 0.10, 2.76
901906, 0.87, 0.10, 2.78
901910, 0.88, 0.10, 2.81
901914, 0.88, 0.10, 2.84
901922, 0.88, 0.10, 2.76
901926, 0.88, 0.10, 2.80
901931, 0.88, 0.10, 2.84
901934, 0.88, 0.10, 2.88
901943, 0.88, 0.10, 2.66
901946, 0.88, 0.10, 2.71
901950, 0.88, 0.10, 2.75
901954, 0.88, 0.10, 2.79
901962, 0.88, 0.10, 2.45
901966, 0.88, 0.10, 2.50
901969, 0.88, 0.10, 2.55
901974, 0.89, 0.10, 2.59
901983, 0.89, 0.10, 2.13
901986, 0.89, 0.10, 2.19
901990, 0.89, 0.10, 2.23
901994, 0.89, 0.10, 2.27
902003, 0.89, 0.10, 1.75
902007, 0.89, 0.10, 1.80
902010, 0.90, 0.10, 1.85
902014, 0.90, 0.10, 1.88
902024, 0.89, 0.10, 1.37
902027, 0.89, 0.10, 1.41
902031, 0.90, 0.10, 1.45
902035, 0.90, 0.10, 1.47
902043, 0.90, 0.10, 1.00
902047, 0.90, 0.10, 1.04
902050, 0.90, 0.10, 1.07
902054, 0.90, 0.10, 1.08
902064, 0.90, 0.10, 0.63
902068, 0.90, 0.10, 0.65
902071, 0.91, 0.10, 0.67
902075, 0.90, 0.10, 0.68
902083, 0.91, 0.10, 0.30
902087, 0.91, 0.10, 0.32
902091, 0.91, 0.10, 0.33
902094, 0.90, 0.10, 0.34
902104, 0.91, 0.10, 0.00
902108, 0.91, 0.10, 0.01
902111, 0.91, 0.10, 0.02
902115, 0.91, 0.10, 0.02
902123, 0.91, 0.10, -0.23
902127, 0.91, 0.10, -0.22
902131, 0.91, 0.10, -0.22
902134, 0.91, 0.10, -0.22
902144, 0.91, 0.10, -0.43
902148, 0.91, 0.10, -0.42
902152, 0.91, 0.10, -0.42
902155, 0.91, 0.10, -0.42
902163, 0.91, 0.10, -0.56
902167, 0.91, 0.10, -0.56
902171, 0.91, 0.10, -0.55
902175, 0.92, 0.10, -0.55
902183, 0.92, 0.10, -0.65
902188, 0.92, 0.10, -0.65
902192, 0.92, 0.10, -0.65
902195, 0.92, 0.10, -0.65
902204, 0.92, 0.10, -0.68
902207, 0.92, 0.10, -0.69
902211, 0.92, 0.10, -0.69
902215, 0.92, 0.10, -0.69
902223, 0.92, 0.10, -0.67
902227, 0.92, 0.10, -0.68
902231, 0.92, 0.10, -0.68
902235, 0.92, 0.10, -0.69
902244, 0.92, 0.10, -0.60
902247, 0.92, 0.10, -0.61
902251, 0.92, 0.10, -0.62
902255, 0.92, 0.10, -0.64
902262, 0.92, 0.10, -0.49
902266, 0.92, 0.10, -0.51
902269, 0.92, 0.10, -0.53
902274, 0.92, 0.10, -0.55
902278, 0.92, 0.10, -0.56
902283, 0.92, 0.10, -0.39
902287, 0.92, 0.10, -0.42
902290, 0.92, 0.10, -0.43
902294, 0.92, 0.10, -0.45
902302, 0.92, 0.10, -0.10
902306, 0.92, 0.10, -0.13
902310, 0.92, 0.10, -0.16
902313, 0.92, 0.10, -0.18
902323, 0.92, 0.10, 0.26
902327, 0.92, 0.10, 0.22
902330, 0.92, 0.10, 0.18
902334, 0.92, 0.10, 0.14
902342, 0.92, 0.10, 0.62
902346, 0.92, 0.10, 0.57
902350, 0.92, 0.10, 0.52
902353, 0.92, 0.10, 0.48
902363, 0.92, 0.10, 1.05
902367, 0.92, 0.10, 0.98
902370, 0.92, 0.10, 0.93
902374, 0.92, 0.10, 0.89
902382, 0.92, 0.10, 1.45
902386, 0.92, 0.10, 1.39
902390, 0.92, 0.10, 1.34
902393, 0.92, 0.10, 1.30
902403, 0.93, 0.10, 1.91
902407, 0.93, 0.10, 1.85
902411, 0.93, 0.10, 1.80
902414, 0.93, 0.10, 1.77
902422, 0.93, 0.10, 2.31
902426, 0.93, 0.10, 2.27
902430, 0.93, 0.10, 2.23
902434, 0.93, 0.10, 2.21
902443, 0.93, 0.10, 2.73
902447, 0.93, 0.10, 2.69
902451, 0.93, 0.10, 2.67
902454, 0.93, 0.10, 2.65
902463, 0.93, 0.10, 3.05
902472, 0.93, 0.10, 2.99
902482, 0.93, 0.10, 3.31
902492, 0.94, 0.10, 3.26
902503, 0.94, 0.10, 3.40
902512, 0.94, 0.10, 3.36
902522, 0.94, 0.10, 3.35
902532, 0.94, 0.10, 3.33
902543, 0.95, 0.10, 3.20
902552, 0.95, 0.10, 3.21
902563, 0.95, 0.10, 2.99
902572, 0.95, 0.10, 3.03
902583, 0.95, 0.10, 2.75
902592, 0.95, 0.10, 2.84
902603, 0.95, 0.10, 2.51
902612, 0.95, 0.10, 2.64
902623, 0.95, 0.10, 2.31
902632, 0.96, 0.10, 2.47
902642, 0.96, 0.10, 2.15
902652, 0.96, 0.10, 2.33
902663, 0.97, 0.10, 2.01
902672, 0.97, 0.10, 2.20
902682, 0.97, 0.10, 1.92
902692, 0.97, 0.10, 2.11
902703, 0.97, 0.10, 1.85
902712, 0.97, 0.10, 2.01
902723, 0.97, 0.10, 1.79
902732, 0.97, 0.10, 1.92
902743, 0.97, 0.10, 1.73
902752, 0.97, 0.10, 1.81
902763, 0.97, 0.10, 1.66
902772, 0.97, 0.10, 1.70
902782, 0.97, 0.10, 1.57
902792, 0.97, 0.10, 1.56
902803, 0.97, 0.10, 1.47
902812, 0.97, 0.10, 1.42
902822, 0.97, 0.10, 1.36
902832, 0.97, 0.10, 1.28
902843, 0.97, 0.10, 1.24
902852, 0.97, 0.10, 1.14
902862, 0.97, 0.10, 1.14
902872, 0.97, 0.10, 1.03
902883, 0.97, 0.10, 1.05
902892, 0.97, 0.10, 0.94
902902, 0.97, 0.10, 1.00
902913, 0.97, 0.10, 0.90
902923, 0.97, 0.10, 0.99
902932, 0.97, 0.10, 0.91
902942, 0.97, 0.10, 1.02
902952, 0.97, 0.10, 0.96
902963, 0.98, 0.10, 1.11
902972, 0.98, 0.10, 1.07
902983, 0.98, 0.10, 1.23
902992, 0.97, 0.10, 1.21
903003, 0.98, 0.10, 1.40
903012, 0.97, 0.10, 1.40
903023, 0.98, 0.10, 1.59
903032, 0.97, 0.10, 1.59
903044, 0.98, 0.10, 1.79
903052, 0.98, 0.10, 1.80
903063, 0.98, 0.10, 1.97
903072, 0.98, 0.10, 1.98
903084, 0.98, 0.10, 2.14
903092, 0.97, 0.10, 2.14
903103, 0.97, 0.10, 2.26
903112, 0.98, 0.10, 2.25
903122, 0.98, 0.10, 2.33
903132, 0.98, 0.10, 2.31
903143, 0.98, 0.10, 2.34
903152, 0.98, 0.10, 2.32
903162, 0.98, 0.10, 2.28
903172, 0.98, 0.10, 2.26
903183, 0.98, 0.10, 2.15
903192, 0.98, 0.10, 2.14
903202, 0.98, 0.10, 1.97
903212, 0.98, 0.10, 1.98
903223, 0.98, 0.10, 1.75
903232, 0.98, 0.10, 1.78
903243, 0.99, 0.10, 1.51
903252, 0.98, 0.10, 1.57
903263, 0.99, 0.10, 1.27
903272, 0.99, 0.10, 1.36
903284, 0.99, 0.10, 1.04
903292, 0.99, 0.10, 1.16
903305, 0.99, 0.10, 0.86
903312, 0.99, 0.10, 0.99
903324, 0.98, 0.10, 0.76
903332, 0.98, 0.10, 0.90
903345, 0.98, 0.10, 0.72
903352, 0.98, 0.10, 0.85
903364, 0.99, 0.10, 0.75
903372, 0.99, 0.10, 0.86
903384, 0.99, 0.10, 0.83
903392, 0.99, 0.10, 0.91
903403, 0.99, 0.10, 0.93
903412, 0.99, 0.10, 0.97
903424, 0.99, 0.10, 1.01
903432, 0.99, 0.10, 0.99
903443, 0.99, 0.10, 1.05
903452, 0.99, 0.10, 0.99
903462, 0.99, 0.10, 1.03
903472, 0.99, 0.10, 0.93
903483, 0.99, 0.10, 0.94
903492, 0.99, 0.10, 0.81
903503, 0.99, 0.10, 0.79
903512, 0.99, 0.10, 0.65
903523, 0.99, 0.10, 0.59
903532, 0.99, 0.10, 0.47
903543, 0.99, 0.10, 0.38
903552, 0.99, 0.10, 0.28
903564, 0.99, 0.10, 0.17
903572, 0.99, 0.10, 0.12
903584, 0.99, 0.10, 0.02
903592, 0.99, 0.10, 0.02
903605, 0.99, 0.10, -0.06
903612, 0.99, 0.10, -0.01
903624, 0.99, 0.10, -0.04
903632, 0.99, 0.10, 0.04
903645, 0.98, 0.10, 0.06
903652, 0.98, 0.10, 0.16
903663, 0.98, 0.10, 0.24
903672, 0.98, 0.10, 0.35
903684, 0.98, 0.10, 0.46
903692, 0.98, 0.10, 0.56
903703, 0.98, 0.10, 0.70
903712, 0.98, 0.10, 0.78
903724, 0.98, 0.10, 0.93
903732, 0.98, 0.10, 0.96
903743, 0.98, 0.10, 1.09
903752, 0.98, 0.10, 1.08
903763, 0.98, 0.10, 1.17
903772, 0.98, 0.10, 1.12
903783, 0.98, 0.10, 1.17
903792, 0.98, 0.10, 1.09
903803, 0.99, 0.10, 1.09
903812, 0.99, 0.10, 0.99
903824, 0.99, 0.10, 0.95
903832, 0.99, 0.10, 0.84
903843, 0.99, 0.10, 0.76
903853, 0.99, 0.10, 0.67
903864, 0.99, 0.10, 0.58
903872, 0.99, 0.10, 0.52
903883, 0.98, 0.10, 0.43
903892, 0.98, 0.10, 0.40
903903, 0.99, 0.10, 0.34
903912, 0.99, 0.10, 0.34
903923, 0.98, 0.10, 0.31
903932, 0.98, 0.10, 0.35
903943, 0.98, 0.10, 0.37
903952, 0.98, 0.10, 0.43
903963, 0.98, 0.10, 0.50
903972, 0.98, 0.10, 0.57
903984, 0.98, 0.10, 0.68
903992, 0.98, 0.10, 0.74
904003, 0.98, 0.10, 0.88
904012, 0.98, 0.10, 0.94
904024, 0.98, 0.10, 1.08
904032, 0.98, 0.10, 1.11
904044, 0.98, 0.10, 1.24
904052, 0.98, 0.10, 1.24
904064, 0.99, 0.10, 1.34
904072, 0.98, 0.10, 1.32
